,Unnamed: 0,section-id,file-id,url,heading,Codes with >= 2 votes,abstracted_heading
1101,1101,1102,87,https://github.com/ganeshraju/bigtop,## Contact us,5,## Contact us
1102,1102,1103,88,https://github.com/wenjingjie/XXPagingScrollView,# XXPagingScrollView,1,# XXPagingScrollView
1103,1103,1104,88,https://github.com/wenjingjie/XXPagingScrollView,# Installation,3,# Installation
1104,1104,1105,88,https://github.com/wenjingjie/XXPagingScrollView,# Usage,3,# Usage
1105,1105,1106,89,https://github.com/jmilleralpine/ParallelGit,# ParallelGit,1,# ParallelGit
1106,1106,1107,89,https://github.com/jmilleralpine/ParallelGit,## Quick start,3,## Quick start
1107,1107,1108,89,https://github.com/jmilleralpine/ParallelGit,## Basic usages,3,## Basic usages
1108,1108,1109,89,https://github.com/jmilleralpine/ParallelGit,## Project purpose explained,2,## Project purpose explained
1109,1109,1110,89,https://github.com/jmilleralpine/ParallelGit,## Performance explained,13,## Performance explained
1110,1110,1111,89,https://github.com/jmilleralpine/ParallelGit,## Advanced features,16,## Advanced features
1111,1111,1112,89,https://github.com/jmilleralpine/ParallelGit,#### Merge,1,#### Merge
1112,1112,1113,89,https://github.com/jmilleralpine/ParallelGit,#### Conflict resolution,1,#### Conflict resolution
1113,1113,1114,89,https://github.com/jmilleralpine/ParallelGit,#### Create stash,1,#### Create stash
1114,1114,1115,89,https://github.com/jmilleralpine/ParallelGit,#### Apply stash,1,#### Apply stash
1115,1115,1116,89,https://github.com/jmilleralpine/ParallelGit,#### Reset,1,#### Reset
1116,1116,1117,89,https://github.com/jmilleralpine/ParallelGit,## Handy Utils,3,## Handy Utils
1117,1117,1118,89,https://github.com/jmilleralpine/ParallelGit,## License,5,## License
1118,1118,1119,90,https://github.com/17352913480/1002,## Welcome to GitHub Pages,1,## Welcome to GitHub Pages
1119,1119,1120,90,https://github.com/17352913480/1002,### Markdown,36,### Markdown
1120,1120,1121,90,https://github.com/17352913480/1002,# Header 1,8,# Header @abstr_number
1121,1121,1122,90,https://github.com/17352913480/1002,## Header 2,8,## Header @abstr_number
1122,1122,1123,90,https://github.com/17352913480/1002,### Header 3,8,### Header @abstr_number
1123,1123,1124,90,https://github.com/17352913480/1002,### Jekyll Themes,3,### Jekyll Themes
1124,1124,1125,90,https://github.com/17352913480/1002,### Support or Contact,56,### Support or Contact
1125,1125,1126,91,https://github.com/AzureByte/csharp_tutorials,# C Sharp ( C# ) Tutorials,1,# C Sharp ( C# ) Tutorials
1126,1126,1127,91,https://github.com/AzureByte/csharp_tutorials,#### Code samples demonstrating how to code in the c# programming language.,3,#### Code samples demonstrating how to code in the c# programming language.
1127,1127,1128,91,https://github.com/AzureByte/csharp_tutorials,#### Points to Note:,3,#### Points to Note:
1128,1128,1129,91,https://github.com/AzureByte/csharp_tutorials,##,-,# #
1129,1129,1130,92,https://github.com/mmcgahan/io-slider,# Intro,12,# Intro
1130,1130,1131,92,https://github.com/mmcgahan/io-slider,#Functional requirements,1,# Functional requirements
1131,1131,1132,92,https://github.com/mmcgahan/io-slider,#Technical spec,3,# Technical spec
1132,1132,1133,92,https://github.com/mmcgahan/io-slider,## Properties,3,## Properties
1133,1133,1134,92,https://github.com/mmcgahan/io-slider,#Methods,3,# Methods
1134,1134,1135,93,https://github.com/darg0001/J2EEScan,# J2EEScan - J2EE Security Scanner Burp Suite Plugin,1,# J @abstr_number EEScan - J @abstr_number EE Security Scanner Burp Suite Plugin
1135,1135,1136,93,https://github.com/darg0001/J2EEScan,## What is J2EEScan,12,## What is J @abstr_number EEScan
1136,1136,1137,93,https://github.com/darg0001/J2EEScan,## How does it works?,3,## How does it works?
1137,1137,1138,93,https://github.com/darg0001/J2EEScan,## Test cases:,3,## Test cases:
1138,1138,1139,93,https://github.com/darg0001/J2EEScan,## How to install ?,3,## How to install ?
1139,1139,1140,93,https://github.com/darg0001/J2EEScan,## Contributors:,5,## Contributors:
1140,1140,1141,93,https://github.com/darg0001/J2EEScan,## Release Notes,4,## Release Notes
1141,1141,1142,93,https://github.com/darg0001/J2EEScan,"### Version 1.2.5 (29 May, 2016):",4,"### Version @abstr_number . @abstr_number . @abstr_number ( @abstr_number May, @abstr_number ):"
1142,1142,1143,93,https://github.com/darg0001/J2EEScan,"### Version 1.2.4 (26 Nov, 2015):",4,"### Version @abstr_number . @abstr_number . @abstr_number ( @abstr_number Nov, @abstr_number ):"
1143,1143,1144,93,https://github.com/darg0001/J2EEScan,"### Version 1.2.3dev (26 Feb, 2015):",4,"### Version @abstr_number . @abstr_number . @abstr_number dev ( @abstr_number Feb, @abstr_number ):"
1144,1144,1145,93,https://github.com/darg0001/J2EEScan,"### Version 1.2.2dev (23 Feb, 2015):",4,"### Version @abstr_number . @abstr_number . @abstr_number dev ( @abstr_number Feb, @abstr_number ):"
1145,1145,1146,93,https://github.com/darg0001/J2EEScan,"### Version 1.2.1dev (16 Feb, 2015):",4,"### Version @abstr_number . @abstr_number . @abstr_number dev ( @abstr_number Feb, @abstr_number ):"
1146,1146,1147,93,https://github.com/darg0001/J2EEScan,"### Version 1.2 (25 Jan, 2015):",4,"### Version @abstr_number . @abstr_number ( @abstr_number Jan, @abstr_number ):"
1147,1147,1148,93,https://github.com/darg0001/J2EEScan,"### Version 1.1.2 (18 Oct, 2014):",4,"### Version @abstr_number . @abstr_number . @abstr_number ( @abstr_number Oct, @abstr_number ):"
1148,1148,1149,94,https://github.com/gaborbernat/buildship,# Buildship: Eclipse Plug-ins for Gradle,1,# Buildship: Eclipse Plug-ins for Gradle
1149,1149,1150,94,https://github.com/gaborbernat/buildship,## Requirements,3,## Requirements
1150,1150,1151,94,https://github.com/gaborbernat/buildship,## Documentation,6,## Documentation
1151,1151,1152,94,https://github.com/gaborbernat/buildship,## Discussions &amp; News,56,## Discussions & News
1152,1152,1153,94,https://github.com/gaborbernat/buildship,## Issue Tracking,6,## Issue Tracking
1153,1153,1154,94,https://github.com/gaborbernat/buildship,## License,5,## License
1154,1154,1155,95,https://github.com/peppy6582/serviceLogs,## Before You Begin,6,## Before You Begin
1155,1155,1156,95,https://github.com/peppy6582/serviceLogs,## Prerequisites,3,## Prerequisites
1156,1156,1157,95,https://github.com/peppy6582/serviceLogs,## Downloading MEAN.JS,3,## Downloading MEAN.JS
1157,1157,1158,95,https://github.com/peppy6582/serviceLogs,### Yo Generator,3,### Yo Generator
1158,1158,1159,95,https://github.com/peppy6582/serviceLogs,### Cloning The GitHub Repository,3,### Cloning The GitHub Repository
1159,1159,1160,95,https://github.com/peppy6582/serviceLogs,### Downloading The Repository Zip File,3,### Downloading The Repository Zip File
1160,1160,1161,95,https://github.com/peppy6582/serviceLogs,## Quick Install,3,## Quick Install
1161,1161,1162,95,https://github.com/peppy6582/serviceLogs,## Running Your Application,3,## Running Your Application
1162,1162,1163,95,https://github.com/peppy6582/serviceLogs,## Development and deployment With Docker,3,## Development and deployment With Docker
1163,1163,1164,95,https://github.com/peppy6582/serviceLogs,## Running in a secure environment,3,## Running in a secure environment
1164,1164,1165,95,https://github.com/peppy6582/serviceLogs,## Getting Started With MEAN.JS,36,## Getting Started With MEAN.JS
1165,1165,1166,95,https://github.com/peppy6582/serviceLogs,## Community,5,## Community
1166,1166,1167,95,https://github.com/peppy6582/serviceLogs,## Live Example,36,## Live Example
1167,1167,1168,95,https://github.com/peppy6582/serviceLogs,## Credits,5,## Credits
1168,1168,1169,95,https://github.com/peppy6582/serviceLogs,## License,5,## License
1169,1169,1170,96,https://github.com/petrjanda/ICDM2015,# ICDM2015,1,# ICDM @abstr_number
1170,1170,1171,96,https://github.com/petrjanda/ICDM2015,# Instalation:,3,# Instalation:
1171,1171,1172,96,https://github.com/petrjanda/ICDM2015,# Settings:,3,# Settings:
1172,1172,1173,96,https://github.com/petrjanda/ICDM2015,# Requirements:,3,# Requirements:
1173,1173,1174,96,https://github.com/petrjanda/ICDM2015,# Running the code:,3,# Running the code:
1174,1174,1175,96,https://github.com/petrjanda/ICDM2015,# Description of the algorithm:,3,# Description of the algorithm:
1175,1175,1176,96,https://github.com/petrjanda/ICDM2015,# Feature extraction:,1,# Feature extraction:
1176,1176,1177,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,# The Definitive Guide to Elasticsearch,16,# The Definitive Guide to Elasticsearch
1177,1177,1178,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,## Building the Definitive Guide,36,## Building the Definitive Guide
1178,1178,1179,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,# clone this repo,-,# clone this repo
1179,1179,1180,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,# clone the docs build infrastructure,-,# clone the docs build infrastructure
1180,1180,1181,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,# Build HTML and open a browser,-,# Build HTML and open a browser
1181,1181,1182,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,## Supported versions,4,## Supported versions
1182,1182,1183,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,## Contributing,7,## Contributing
1183,1183,1184,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,## License,5,## License
1184,1184,1185,98,https://github.com/taf2/Recorderjs,# Recorder.js,1,# Recorder.js
1185,1185,1186,98,https://github.com/taf2/Recorderjs,## A plugin for recording/exporting the output of Web Audio API nodes,1,## A plugin for recording/exporting the output of Web Audio API nodes
1186,1186,1187,98,https://github.com/taf2/Recorderjs,### Syntax,3,### Syntax
1187,1187,1188,98,https://github.com/taf2/Recorderjs,#### Constructor,3,#### Constructor
1188,1188,1189,98,https://github.com/taf2/Recorderjs,##,-,# #
1189,1189,1190,98,https://github.com/taf2/Recorderjs,#### Config,3,#### Config
1190,1190,1191,98,https://github.com/taf2/Recorderjs,##,-,# #
1191,1191,1192,98,https://github.com/taf2/Recorderjs,#### Instance Methods,3,#### Instance Methods
1192,1192,1193,98,https://github.com/taf2/Recorderjs,#### Utility Methods (static),3,#### Utility Methods (static)
1193,1193,1194,98,https://github.com/taf2/Recorderjs,## License (MIT),5,## License (MIT)
1194,1194,1195,99,https://github.com/pombredanne/pyqver,# pyqver - query required Python version,1,# pyqver - query required Python version
1195,1195,1196,99,https://github.com/pombredanne/pyqver,## INTRODUCTION,1,## INTRODUCTION
1196,1196,1197,99,https://github.com/pombredanne/pyqver,## REQUIREMENTS,3,## REQUIREMENTS
1197,1197,1198,99,https://github.com/pombredanne/pyqver,## USAGE,3,## USAGE
1198,1198,1199,99,https://github.com/pombredanne/pyqver,## BUGS,3,## BUGS
1199,1199,1200,100,https://github.com/antlinker/go-mqtt,# MQTT　golang 客户端,-,# MQTT golang 客户端
1200,1200,1201,100,https://github.com/antlinker/go-mqtt,## 支持,-,## 支持
1201,1201,1202,100,https://github.com/antlinker/go-mqtt,## 获取,-,## 获取
1202,1202,1203,100,https://github.com/antlinker/go-mqtt,## 例子,-,## 例子
1203,1203,1204,100,https://github.com/antlinker/go-mqtt,## API使用,-,## API使用
1204,1204,1205,100,https://github.com/antlinker/go-mqtt,### 客户端创建,-,### 客户端创建
1205,1205,1206,100,https://github.com/antlinker/go-mqtt,### 连接事件,-,### 连接事件
1206,1206,1207,100,https://github.com/antlinker/go-mqtt,#### 例子,-,#### 例子
1207,1207,1208,100,https://github.com/antlinker/go-mqtt,### 断开连接事件,-,### 断开连接事件
1208,1208,1209,100,https://github.com/antlinker/go-mqtt,#### 例子,-,#### 例子
1209,1209,1210,100,https://github.com/antlinker/go-mqtt,### 订阅事件,-,### 订阅事件
1210,1210,1211,100,https://github.com/antlinker/go-mqtt,#### 例子,-,#### 例子
1211,1211,1212,100,https://github.com/antlinker/go-mqtt,### 发布消息事件,-,### 发布消息事件
1212,1212,1213,100,https://github.com/antlinker/go-mqtt,#### 例子,-,#### 例子
1213,1213,1214,100,https://github.com/antlinker/go-mqtt,### 接收消息事件,-,### 接收消息事件
1214,1214,1215,100,https://github.com/antlinker/go-mqtt,#### 例子,-,#### 例子
1215,1215,1216,100,https://github.com/antlinker/go-mqtt,### 取消订阅事件,-,### 取消订阅事件
1216,1216,1217,100,https://github.com/antlinker/go-mqtt,#### 例子,-,#### 例子
1217,1217,1218,100,https://github.com/antlinker/go-mqtt,### 报文发送接收事件,-,### 报文发送接收事件
1218,1218,1219,100,https://github.com/antlinker/go-mqtt,#### 例子,-,#### 例子
1219,1219,1220,101,https://github.com/alanwgeorge/Android-CleanArchitecture,# Android-CleanArchitecture [![Build Status](https://travis-ci.org/android10/Android-CleanArchitecture.svg?branch=master)](https://travis-ci.org/android10/Android-CleanArchitecture),16,# Android-CleanArchitecture @abstr_hyperlink
1220,1220,1221,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Clean architecture,6,## Clean architecture
1221,1221,1222,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Architectural approach,6,## Architectural approach
1222,1222,1223,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Architectural reactive approach,6,## Architectural reactive approach
1223,1223,1224,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Local Development,3,## Local Development
1224,1224,1225,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Discussions,6,## Discussions
1225,1225,1226,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Code style,6,## Code style
1226,1226,1227,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## License,5,## License
1227,1227,1228,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,# Rails Starter App,13,# Rails Starter App
1228,1228,1229,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Thread safety,3,### Thread safety
1229,1229,1230,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Heroku Platform API,36,### Heroku Platform API
1230,1230,1231,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Recommended add-ons,3,### Recommended add-ons
1231,1231,1232,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Secrets.yml,3,### Secrets.yml
1232,1232,1233,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Tuning Ruby's RGenGC,36,### Tuning Ruby's RGenGC
1233,1233,1234,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Nitrous.IO,36,### Nitrous.IO
1234,1234,1235,103,https://github.com/MrItty/GeoIP2-perl,# NAME,1,# NAME
1235,1235,1236,103,https://github.com/MrItty/GeoIP2-perl,# VERSION,4,# VERSION
1236,1236,1237,103,https://github.com/MrItty/GeoIP2-perl,# DESCRIPTION,16,# DESCRIPTION
1237,1237,1238,103,https://github.com/MrItty/GeoIP2-perl,# SPEEDING UP DATABASE READING,36,# SPEEDING UP DATABASE READING
1238,1238,1239,103,https://github.com/MrItty/GeoIP2-perl,# VALUES TO USE FOR DATABASE OR HASH KEYS,3,# VALUES TO USE FOR DATABASE OR HASH KEYS
1239,1239,1240,103,https://github.com/MrItty/GeoIP2-perl,# INTEGRATION WITH GEONAMES,3,# INTEGRATION WITH GEONAMES
1240,1240,1241,103,https://github.com/MrItty/GeoIP2-perl,# REPORTING DATA PROBLEMS,56,# REPORTING DATA PROBLEMS
1241,1241,1242,103,https://github.com/MrItty/GeoIP2-perl,# VERSIONING POLICY,4,# VERSIONING POLICY
1242,1242,1243,103,https://github.com/MrItty/GeoIP2-perl,# PERL VERSION SUPPORT,3,# PERL VERSION SUPPORT
1243,1243,1244,103,https://github.com/MrItty/GeoIP2-perl,# SUPPORT,6,# SUPPORT
1244,1244,1245,103,https://github.com/MrItty/GeoIP2-perl,# AUTHORS,5,# AUTHORS
1245,1245,1246,103,https://github.com/MrItty/GeoIP2-perl,# CONTRIBUTORS,5,# CONTRIBUTORS
1246,1246,1247,103,https://github.com/MrItty/GeoIP2-perl,# COPYRIGHT AND LICENSE,5,# COPYRIGHT AND LICENSE
1247,1247,1248,104,https://github.com/nmjesus/sharedb,# ShareDB,156,# ShareDB
1248,1248,1249,104,https://github.com/nmjesus/sharedb,## Features,1,## Features
1249,1249,1250,104,https://github.com/nmjesus/sharedb,## Quick tour,3,## Quick tour
1250,1250,1251,104,https://github.com/nmjesus/sharedb,## Data model,6,## Data model
1251,1251,1252,104,https://github.com/nmjesus/sharedb,## Operations,6,## Operations
1252,1252,1253,104,https://github.com/nmjesus/sharedb,## Using ShareDB,-,## Using ShareDB
1253,1253,1254,104,https://github.com/nmjesus/sharedb,### Creating documents,-,### Creating documents
1254,1254,1255,104,https://github.com/nmjesus/sharedb,### Deleting documents,-,### Deleting documents
1255,1255,1256,104,https://github.com/nmjesus/sharedb,### Editing documents,-,### Editing documents
1256,1256,1257,104,https://github.com/nmjesus/sharedb,### Getting a document,-,### Getting a document
1257,1257,1258,104,https://github.com/nmjesus/sharedb,### Getting historic changes to a document,-,### Getting historic changes to a document
1258,1258,1259,104,https://github.com/nmjesus/sharedb,### Streaming changes to a document in realtime,-,### Streaming changes to a document in realtime
1259,1259,1260,104,https://github.com/nmjesus/sharedb,#### Bulk Subscribe,-,#### Bulk Subscribe
1260,1260,1261,104,https://github.com/nmjesus/sharedb,### Queries,-,### Queries
1261,1261,1262,104,https://github.com/nmjesus/sharedb,### Projections,-,### Projections
1262,1262,1263,104,https://github.com/nmjesus/sharedb,## Error codes,-,## Error codes
1263,1263,1264,104,https://github.com/nmjesus/sharedb,### 4000 - Bad request,-,### @abstr_number - Bad request
1264,1264,1265,104,https://github.com/nmjesus/sharedb,### 5000 - Internal error,-,### @abstr_number - Internal error
1265,1265,1266,105,https://github.com/Robbe92/liferay-connector,# Liferay Connector,1,# Liferay Connector
1266,1266,1267,105,https://github.com/Robbe92/liferay-connector,## Installation,3,## Installation
1267,1267,1268,105,https://github.com/Robbe92/liferay-connector,## Usage,3,## Usage
1268,1268,1269,105,https://github.com/Robbe92/liferay-connector,## Credits,5,## Credits
1269,1269,1270,105,https://github.com/Robbe92/liferay-connector,## License,5,## License
1270,1270,1271,106,https://github.com/a3986/px-data-table,## Px-Data-Table [![Build Status](https://travis-ci.org/PredixDev/px-data-table.svg?branch=master)](https://travis-ci.org/PredixDev/px-data-table),1,## Px-Data-Table @abstr_hyperlink
1271,1271,1272,106,https://github.com/a3986/px-data-table,## Overview,1,## Overview
1272,1272,1273,106,https://github.com/a3986/px-data-table,## Usage,3,## Usage
1273,1273,1274,106,https://github.com/a3986/px-data-table,### Prerequisites,3,### Prerequisites
1274,1274,1275,106,https://github.com/a3986/px-data-table,### Getting Started,3,### Getting Started
1275,1275,1276,106,https://github.com/a3986/px-data-table,## Documentation,6,## Documentation
1276,1276,1277,106,https://github.com/a3986/px-data-table,## Local Development,3,## Local Development
1277,1277,1278,106,https://github.com/a3986/px-data-table,### GE Coding Style Guide,6,### GE Coding Style Guide
1278,1278,1279,106,https://github.com/a3986/px-data-table,## Known Issues,6,## Known Issues
1279,1279,1280,107,https://github.com/Capri2014/tiny-dnn,## </div>,-,##
1280,1280,1281,107,https://github.com/Capri2014/tiny-dnn,## Table of contents,6,## Table of contents
1281,1281,1282,107,https://github.com/Capri2014/tiny-dnn,## What's New,4,## What's New
1282,1282,1283,107,https://github.com/Capri2014/tiny-dnn,## Features,1,## Features
1283,1283,1284,107,https://github.com/Capri2014/tiny-dnn,## Comparison with other libraries,26,## Comparison with other libraries
1284,1284,1285,107,https://github.com/Capri2014/tiny-dnn,## Supported networks,1,## Supported networks
1285,1285,1286,107,https://github.com/Capri2014/tiny-dnn,### layer-types,1,### layer-types
1286,1286,1287,107,https://github.com/Capri2014/tiny-dnn,### activation functions,1,### activation functions
1287,1287,1288,107,https://github.com/Capri2014/tiny-dnn,### loss functions,1,### loss functions
1288,1288,1289,107,https://github.com/Capri2014/tiny-dnn,### optimization algorithms,1,### optimization algorithms
1289,1289,1290,107,https://github.com/Capri2014/tiny-dnn,## Dependencies,3,## Dependencies
1290,1290,1291,107,https://github.com/Capri2014/tiny-dnn,## Build,3,## Build
1291,1291,1292,107,https://github.com/Capri2014/tiny-dnn,## Customize configurations,3,## Customize configurations
1292,1292,1293,107,https://github.com/Capri2014/tiny-dnn,## Examples,3,## Examples
1293,1293,1294,107,https://github.com/Capri2014/tiny-dnn,"#include tiny_dnn/tiny_dnn.h""""",8,"# include tiny_dnn/tiny_dnn.h"""""
1294,1294,1295,107,https://github.com/Capri2014/tiny-dnn,"#include tiny_dnn/tiny_dnn.h""""",8,"# include tiny_dnn/tiny_dnn.h"""""
1295,1295,1296,107,https://github.com/Capri2014/tiny-dnn,"#include tiny_dnn/tiny_dnn.h""""",8,"# include tiny_dnn/tiny_dnn.h"""""
1296,1296,1297,107,https://github.com/Capri2014/tiny-dnn,## Contributing,7,## Contributing
1297,1297,1298,107,https://github.com/Capri2014/tiny-dnn,## References,6,## References
1298,1298,1299,107,https://github.com/Capri2014/tiny-dnn,## License,5,## License
1299,1299,1300,107,https://github.com/Capri2014/tiny-dnn,## Gitter rooms,5,## Gitter rooms
1300,1300,1301,108,https://github.com/carriercomm/rampant,# Rampant,1,# Rampant
1301,1301,1302,108,https://github.com/carriercomm/rampant,## Caveats,3,## Caveats
1302,1302,1303,108,https://github.com/carriercomm/rampant,## Install,3,## Install
1303,1303,1304,108,https://github.com/carriercomm/rampant,## Usage,3,## Usage
1304,1304,1305,108,https://github.com/carriercomm/rampant,## Disclaimer,3,## Disclaimer
1305,1305,1306,108,https://github.com/carriercomm/rampant,## License,5,## License
1306,1306,1307,108,https://github.com/carriercomm/rampant,## Author,5,## Author
1307,1307,1308,109,https://github.com/medos1472/BMCustomTableView,## BMCustomTableView,1,## BMCustomTableView
1308,1308,1309,109,https://github.com/medos1472/BMCustomTableView,## Overview,1,## Overview
1309,1309,1310,109,https://github.com/medos1472/BMCustomTableView,## Installation with CocoaPods,3,## Installation with CocoaPods
1310,1310,1311,109,https://github.com/medos1472/BMCustomTableView,## Usage,3,## Usage
1311,1311,1312,109,https://github.com/medos1472/BMCustomTableView,## Example Project,3,## Example Project
1312,1312,1313,109,https://github.com/medos1472/BMCustomTableView,## Author,5,## Author
1313,1313,1314,109,https://github.com/medos1472/BMCustomTableView,## License,5,## License
1314,1314,1315,110,https://github.com/ZahoreczTibor/handson-ml,# Machine Learning Notebooks,13,# Machine Learning Notebooks
1315,1315,1316,110,https://github.com/ZahoreczTibor/handson-ml,# Installation,3,# Installation
1316,1316,1317,110,https://github.com/ZahoreczTibor/handson-ml,## Python & Required Libraries,3,## Python & Required Libraries
1317,1317,1318,110,https://github.com/ZahoreczTibor/handson-ml,## Using Anaconda,3,## Using Anaconda
1318,1318,1319,110,https://github.com/ZahoreczTibor/handson-ml,## Using pip,3,## Using pip
1319,1319,1320,110,https://github.com/ZahoreczTibor/handson-ml,## Starting Jupyter,3,## Starting Jupyter
1320,1320,1321,111,https://github.com/yu5y/geonotebook,## GeoNotebook [![CircleCI](https://circleci.com/gh/OpenGeoscience/geonotebook.svg?style=shield)](https://circleci.com/gh/OpenGeoscience/geonotebook) [![Gitter chat](https://badges.gitter.im/gitterHQ/gitter.png)](https://gitter.im/OpenGeoscience/geonotebook),15,## GeoNotebook @abstr_hyperlink @abstr_hyperlink
1321,1321,1322,111,https://github.com/yu5y/geonotebook,## Screenshots,6,## Screenshots
1322,1322,1323,111,https://github.com/yu5y/geonotebook,## Installation,3,## Installation
1323,1323,1324,111,https://github.com/yu5y/geonotebook,### System Prerequisites,3,### System Prerequisites
1324,1324,1325,111,https://github.com/yu5y/geonotebook,### Clone the repo:,3,### Clone the repo:
1325,1325,1326,111,https://github.com/yu5y/geonotebook,"### Make a virtualenv, install jupyter[notebook], install geonotebook",3,"### Make a virtualenv, install jupyter[notebook], install geonotebook"
1326,1326,1327,111,https://github.com/yu5y/geonotebook,# Numpy must be fully installed before rasterio,3,# Numpy must be fully installed before rasterio
1327,1327,1328,111,https://github.com/yu5y/geonotebook,# Enable both the notebook and server extensions,3,# Enable both the notebook and server extensions
1328,1328,1329,111,https://github.com/yu5y/geonotebook,### Installing geonotebook for development,3,### Installing geonotebook for development
1329,1329,1330,111,https://github.com/yu5y/geonotebook,"# Install the geonotebook python package as editable""""",3,"# Install the geonotebook python package as editable"""""
1330,1330,1331,111,https://github.com/yu5y/geonotebook,# Install the notebook extension as a symlink,3,# Install the notebook extension as a symlink
1331,1331,1332,111,https://github.com/yu5y/geonotebook,# Enable the extension,3,# Enable the extension
1332,1332,1333,111,https://github.com/yu5y/geonotebook,# Start the javascript builder,3,# Start the javascript builder
1333,1333,1334,111,https://github.com/yu5y/geonotebook,### Run the notebook:,3,### Run the notebook:
1334,1334,1335,111,https://github.com/yu5y/geonotebook,### Configure the notebook:,3,### Configure the notebook:
1335,1335,1336,111,https://github.com/yu5y/geonotebook,### Run the tests,3,### Run the tests
1336,1336,1337,111,https://github.com/yu5y/geonotebook,# From the source root,3,# From the source root
1337,1337,1338,111,https://github.com/yu5y/geonotebook,# Optionally only run tests on python 2.7,3,# Optionally only run tests on python @abstr_number . @abstr_number
1338,1338,1339,111,https://github.com/yu5y/geonotebook,# tox -e py27,3,# tox -e py @abstr_number
1339,1339,1340,111,https://github.com/yu5y/geonotebook,## Docker Container,6,## Docker Container
1340,1340,1341,111,https://github.com/yu5y/geonotebook,## Vagrant Machine,6,## Vagrant Machine
1341,1341,1342,111,https://github.com/yu5y/geonotebook,## Tile Server,3,## Tile Server
1342,1342,1343,111,https://github.com/yu5y/geonotebook,### Use geoserver for tile serving,3,### Use geoserver for tile serving
1343,1343,1344,112,https://github.com/ammarx/ARP-spoofing,# ARP-spoofing,1,# ARP-spoofing
1344,1344,1345,112,https://github.com/ammarx/ARP-spoofing,# Requirements,3,# Requirements
1345,1345,1346,112,https://github.com/ammarx/ARP-spoofing,# Requirement details,3,# Requirement details
1346,1346,1347,112,https://github.com/ammarx/ARP-spoofing,# Installation,3,# Installation
1347,1347,1348,112,https://github.com/ammarx/ARP-spoofing,# Setting up IP Forwarding,3,# Setting up IP Forwarding
1348,1348,1349,112,https://github.com/ammarx/ARP-spoofing,# Gathering MAC and IP addresses,3,# Gathering MAC and IP addresses
1349,1349,1350,112,https://github.com/ammarx/ARP-spoofing,# Performing the attack,3,# Performing the attack
1350,1350,1351,112,https://github.com/ammarx/ARP-spoofing,# Extra,6,# Extra
1351,1351,1352,112,https://github.com/ammarx/ARP-spoofing,# Credits,5,# Credits
1352,1352,1353,113,https://github.com/RodrigoCm95/ionic-native,# Ionic Native,1,# Ionic Native
1353,1353,1354,113,https://github.com/RodrigoCm95/ionic-native,### Documentation,6,### Documentation
1354,1354,1355,113,https://github.com/RodrigoCm95/ionic-native,### Promises and Observables,6,### Promises and Observables
1355,1355,1356,113,https://github.com/RodrigoCm95/ionic-native,### Angular 1,3,### Angular @abstr_number
1356,1356,1357,113,https://github.com/RodrigoCm95/ionic-native,### Runtime Diagnostics,3,### Runtime Diagnostics
1357,1357,1358,113,https://github.com/RodrigoCm95/ionic-native,## Installation,3,## Installation
1358,1358,1359,113,https://github.com/RodrigoCm95/ionic-native,## Plugin Missing?,7,## Plugin Missing?
1359,1359,1360,113,https://github.com/RodrigoCm95/ionic-native,# Credits,5,# Credits
1360,1360,1361,114,https://github.com/tkylin/shadowsocks-windows,# Shadowsocks for Windows,1,# Shadowsocks for Windows
1361,1361,1362,114,https://github.com/tkylin/shadowsocks-windows,#### Features,1,#### Features
1362,1362,1363,114,https://github.com/tkylin/shadowsocks-windows,#### Download,3,#### Download
1363,1363,1364,114,https://github.com/tkylin/shadowsocks-windows,#### Basic,3,#### Basic
1364,1364,1365,114,https://github.com/tkylin/shadowsocks-windows,#### PAC,3,#### PAC
1365,1365,1366,114,https://github.com/tkylin/shadowsocks-windows,#### Server Auto Switching,3,#### Server Auto Switching
1366,1366,1367,114,https://github.com/tkylin/shadowsocks-windows,#### UDP,3,#### UDP
