file_id,section_id,content_text_w_o_tags
322,3673,"_NOTE_ : Configuration is not dynamically reloaded, you will need to restart the stack after any change in the configuration of a component.  "
322,3674,The Kibana default configuration is stored in kibana/config/kibana.yml.  
322,3675,"The logstash configuration is stored in logstash/config/logstash.conf.  The folder logstash/config is mapped onto the container /etc/logstash/conf.d so you can create more than one file in that folder if you'd like to. However, you must be aware that config files will be read from the directory in alphabetical order.  "
322,3676,"The Logstash container use the _LS_HEAP_SIZE_ environment variable to determine how much memory should be associated to the JVM heap memory (defaults to @abstr_number m).  If you want to override the default configuration, add the _LS_HEAP_SIZE_ environment variable to the container in the docker-compose.yml:  @abstr_code_section  "
322,3677,To add plugins to logstash you have to:  @abstr_number . Add a RUN statement to the logstash/Dockerfile (ex. RUN logstash-plugin install logstash-filter-json) @abstr_number . Add the associated plugin code configuration to the logstash/config/logstash.conf file  
322,3678,"As for the Java heap memory, another environment variable allows to specify JAVA_OPTS used by Logstash. You'll need to specify the appropriate options to enable JMX and map the JMX port on the docker host.  Update the container in the docker-compose.yml to add the _LS_JAVA_OPTS_ environment variable with the following content (I've mapped the JMX service on the port @abstr_number , you can change that), do not forget to update the _-Djava.rmi.server.hostname_ option with the IP address of your Docker host (replace DOCKER_HOST_IP ):  @abstr_code_section  "
322,3679,"The Elasticsearch container is using the shipped configuration and it is not exposed by default.  If you want to override the default configuration, create a file elasticsearch/config/elasticsearch.yml and add your configuration in it.  Then, you'll need to map your configuration file inside the container in the docker-compose.yml. Update the elasticsearch container declaration to:  @abstr_code_section  You can also specify the options you want to override directly in the command field:  @abstr_code_section  "
322,3680, 
322,3681,"The data stored in Elasticsearch will be persisted after container reboot but not after container removal.  In order to persist Elasticsearch data even after removing the Elasticsearch container, you'll have to mount a volume on your Docker host. Update the elasticsearch container declaration to:  @abstr_code_section  This will store elasticsearch data inside /path/to/storage. "
323,3682, 
323,3683, 
323,3684, 
323,3685, 
324,3686,@abstr_image   > A framework for building web apps with React Native compatible API.  
324,3687,@abstr_image  
324,3688, Open with mobile device or emulate mobile in developer tools    * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
324,3689, @abstr_hyperlink   * @abstr_hyperlink     
324,3690,"If you already have a React Native project and want to add web support, you need to execute the following commands in your existing project directory:  @abstr_number . Install npm install react-web-cli -g @abstr_number . Execute react-web init <ExistedProjectDir> to install stable npm version, or execute react-web init --version git+https://github.com/taobaofed/react-web.git <ExistedProjectDir> to install latest git version. That install react-web and devDependencies to your project and make a web directory with webpack.config.js file under your project @abstr_number . Register your app into a web platform. To do so, add the code from Fix platform differences. @abstr_number . Should run application on web platform to your index.ios.js file @abstr_number . Execute react-web start that starts the web dev server @abstr_number . Execute react-web bundle that builds the output  "
324,3691, 
324,3692,@abstr_code_section  
324,3693,"Inside your webpack configuration, alias the react-native package to the react-web package, then install and add @abstr_hyperlink plugin.  @abstr_code_section  > See more detail of the webpack.config.js from @abstr_hyperlink  "
324,3694,"When using components of react-web, just require('ReactActivityIndicator'), and Webpack will build a bundle with ActivityIndicator.web.js for web platform.  HasteResolverPlugin will do the following for you:  @abstr_number . Walk over all components and check out the @providesModule info. @abstr_number . When webpack build bundle, it makes your components recognised rather than throwing an error. @abstr_number . It will help webpack build bundle with correct file depending on the tar* platform.  You can find something like @providesModule ReactActivityIndicator on react-web component's comment, yes, it's for HasteResolverPlugin.  "
324,3695, 
324,3696,"@abstr_code_section  This reference method looks like we're in the way of using the native react-native way:  Like the require module in Node.js, and through @abstr_hyperlink , allows some components to be referenced in the scope of the current file.  But in fact it is quite different in React Web. When require('react-native'), in the construction of the webpack will be renamed, equivalent to require('react-web').  At the same time, this form of writing will put all the components into at one time, including ReactAppRegistry ReactView and so on, even some components the you did not use.  "
324,3697,"@abstr_code_section  In this way, we load our components on demand, such as ReactAppRegistry or ReactView and so on.  Packaged components so that we no longer need to care about the differences between the platform.  As mentioned above, the HasteResolverPlugin plugin will help webpack to compile and package the code.  "
324,3698,@abstr_number . Native events without direct pageX/pageY on web platform @abstr_code_section  @abstr_number . Should run application on web platform @abstr_code_section  @abstr_number . Should care about fetch domain on web platform @abstr_code_section  @abstr_number . Without some APIs like LayoutAnimation on web platform @abstr_code_section  @abstr_number . Should manually specify the height of ScrollView @abstr_code_section  
324,3699, 
324,3700, ActivityIndicatorIOS - ReactActivityIndicator   * ActivityIndicator - ReactActivityIndicator   * DatePickerIOS - ReactDatePicker _TODO_   * DrawerLayoutAndroid - ReactDrawerLayout   * Image - ReactImage   * ListView - ReactListView   * Modal - ReactModal   * Navigator - ReactNavigator   * PickerIOS ReactPicker   * ProgressViewIOS - ReactProgressView   * ScrollView - ReactScrollView   * SegmentedControlIOS - ReactSegmentedControl   * SliderIOS - ReactSlider   * Switch - ReactSwitch   * SwitchAndroid - ReactSwitch   * SwitchIOS - ReactSwitch   * RefreshControl - ReactRefreshControl   * TabBarIOS - ReactTabBar   * Text - ReactText   * TextInput - ReactTextInput   * ToastAndroid - ReactToast   * Touchable - ReactTouchable   * TouchableHighlight - ReactTouchableHighlight   * TouchableOpacity - ReactTouchableOpacity   * TouchableWithoutFeedback - ReactTouchableWithoutFeedback   * View - ReactView   * ViewPagerAndroid - ReactViewPager     
324,3701, Alert - ReactAlert   * AlertIOS - ReactAlert   * Animated - ReactAnimated   * AppRegistry - ReactAppRegistry   * AsyncStorage - ReactAsyncStorage   * Dimensions - ReactDimensions   * Easing - ReactEasing   * InteractionManager - ReactInteractionManager   * LayoutAnimation - ReactLayoutAnimation   * PanResponder - ReactPanResponder   * PixelRatio - ReactPixelRatio   * StyleSheet - ReactStyleSheet     
324,3702, NativeModules - ReactNativeModules   * Platform - ReactPlatform   * processColor - ReactProcessColor     
324,3703, Linting - npm run lint - Must run it before commit.   * Testing - npm test - Run unit testing by jest.   * Developing - npm start - This will run a server at *localhost: @abstr_number * and use Hot Module Reloading.   * Demo deployment - npm run demo - Generate demo assets under _pages_ directory.     
324,3704,React Web is BSD licensed. 
325,3705,@abstr_hyperlink  @abstr_image @abstr_image @abstr_image @abstr_image   迷你微信服务器端： @abstr_hyperlink  迷你微信是一个基于Unity @abstr_number D的微信客户端，客户端使用了MVVM架构，并使用protobuf作为网络协议生成语言。  迷你微信的功能基本实现了微信的作为聊天软件的基础功能，包括用户管理，群租管理，单聊，群聊等，具体内容可以参考项目Wiki中的产品文档。  
325,3706,Unity版本 > @abstr_number . @abstr_number . @abstr_number  
325,3707,@abstr_number . 从GitHub上直接clone该项目            $ git clone https://github.com/MrNerverDie/MiniWeChat-Client.git   @abstr_number . 安装之后通过Unity的Open Project选项打开该项目  > 对于Windows用户，如果您想使用VisualStudio @abstr_number 打开该项目的话，您可以下载 @abstr_hyperlink ，如果您想直接下载安卓版本的apk安装文件，可以直接点击该 @abstr_hyperlink  
325,3708,@abstr_image  
325,3709, 
325,3710,@abstr_image  
325,3711,@abstr_image  
325,3712,@abstr_image  
325,3713,@abstr_image 
326,3714,Feedback tool similar to the Google Feedback based on jQuery and HTML @abstr_number Canvas.  
326,3715,"Load jQuery, the plugin, and its CSS: @abstr_code_section  Init plugin: @abstr_code_section  "
326,3716, jQuery   * html @abstr_number canvas     
326,3717,Pretty much it should be working on any browser with canvas support. Browsers with no canvas support won't display the feedback button.  
326,3718,"@abstr_hyperlink - Click ""Send feedback"" at the bottom right of the page.  "
326,3719,The information from the client will be sent through ajax post request. The information is in JSON format.    * post.browser - Browser information.   * post.url - The page URL.   * post.note - Description of the feedback.   * post.img - The screenshot of the feedback. - base @abstr_number encoded data URI!   * post.html - The structure of the page.    
326,3720, 
326,3721,The URL where the plugin will post the screenshot and additional informations. (JSON datatype)  Default: ''  
326,3722,"Whether you want your client to post their browser information (such as useragent, plugins used, etc.)  Default: true  "
326,3723,Whether you want your client to post the page's HTML structure.  Default: true  
326,3724,Whether you want your client to post the URL of the page.  Default: true  
326,3725,"Url to the proxy which is to be used for loading cross-origin images. If left empty, cross-origin images won't be loaded.  Default: ''  "
326,3726,Whether to render each letter seperately. Necessary if letter-spacing is used.  Default: false  
326,3727,The default button text.  Default: Send feedback  
326,3728,"The color of the highlight border. You can use values either like 'black', 'red', etc. or HEX codes like '#adadad'.  Default: black  "
326,3729,The color of the shadow.  Default: black  
326,3730,Sets the horizontal / vertical distance of the shadow from the shape.  Default: @abstr_number  
326,3731,The blur level for the shadow.  Default: black  
326,3732,"Sets the type of corner created, when two lines meet.  Default: bevel  "
326,3733,Sets border of the highlighted area.  Default: @abstr_number  
326,3734,The URL where the plugin can download html @abstr_number canvas.js from.  Default: html @abstr_number canvas.js  
326,3735,"The template of the plugin. You could change it any time, but keep in mind to keep the elements' ids and classes so the script won't break.  Default: ...  "
326,3736,Function that runs when you close the plugin.  Default: null  
326,3737,Changing to false will remove the borders from the highlighted areas when taking the screenshot.  Default: true  
326,3738,"By default when you move your cursor over an element the plugin will temporarily highlight it until you move your cursor out of that area. I'm not exactly sure whether it's a good thing or not, but Google has it, so yeah.  Default: true  "
326,3739,By Setting this true the user will have to describe the bug/idea before being able to highlight the area.  Default: false  
326,3740,Define a custom button instead of the default button that appears on the lower right corner.  Default: .feedback-btn  
326,3741,Sets whether the next modal for entering description should appear or not  Default: true  
326,3742,A callback function to be called when clicking on take screenshot button. The callback function's prototype is function(post) Default: {}  
326,3743,Sets whether the user will be able to drag the feedback options modal or not  Default: true  
326,3744,feedback is released under the MIT license. (See LICENSE) 
327,3745, 
327,3746,以下示例，在博客中有具体讲解，博客链接： @abstr_hyperlink  
327,3747, @abstr_hyperlink     
327,3748, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
327,3749, @abstr_hyperlink     
327,3750, 
327,3751,以下示例，在博客中有具体讲解，博客链接： @abstr_hyperlink  提醒：最好结合源码和Chrome的F @abstr_number 工具查看示例  
327,3752, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
327,3753, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
327,3754, @abstr_hyperlink     
327,3755,以下示例，在博客中有具体讲解，博客链接： @abstr_hyperlink  
327,3756, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
327,3757, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
327,3758, @abstr_hyperlink   * @abstr_hyperlink     
327,3759, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
327,3760,以下示例，在博客中有具体讲解，博客链接： @abstr_hyperlink  
327,3761, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
327,3762,以下示例，在博客中有具体讲解，博客链接： @abstr_hyperlink  
327,3763, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
327,3764, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
327,3765, @abstr_hyperlink   * @abstr_hyperlink     
327,3766,以下示例，在博客中有具体讲解，博客链接： @abstr_hyperlink  
327,3767, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
327,3768, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink     
327,3769,@abstr_hyperlink  
327,3770, 
327,3771,以下示例，在博客中有具体讲解，博客链接： @abstr_hyperlink    * @abstr_hyperlink    
327,3772,以下示例，在博客中有具体讲解，博客链接： @abstr_hyperlink    * @abstr_hyperlink    
327,3773,以下示例，在博客中有具体讲解，博客链接： @abstr_hyperlink    * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink    
327,3774,@abstr_hyperlink  
327,3775, @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink   * @abstr_hyperlink    
328,3776,"This document contains some brief documentation about my preferred Linux desktop setup.  Inspired by @abstr_hyperlink / @abstr_hyperlink , it's my own version of a lightweight, minimal Openbox environment based on Debian stable.  "
328,3777, 
328,3778,"First things first; create a user with sudo privileges:       su     apt install sudo     adduser brian sudo   Because I prefer startx over a graphical display manager, being able to shutdown from the command line without entering a password is useful. sudo visudo, then add the following:       brian ALL=(ALL) NOPASSWD: /sbin/shutdown   "
328,3779,  sudo apt install xorg openbox rxvt-unicode- @abstr_number color feh lxappearance gmrun tint @abstr_number  clipit  
328,3780,  sudo apt install fonts-inconsolata fonts-liberation fonts-droid  
328,3781,"Debian's default Firefox is a little old, but that's easy to fix:    * Download @abstr_hyperlink .   * Unzip to a temporary location.   * Move firefox folder to /usr/share.   * Link from /usr/bin.    "
328,3782,  sudo apt install git stow tmux vim-gtk  
328,3783,"  git config --global user.name ""<username>""     git config --global user.email ""<email>""     git config --global push.default simple  "
328,3784,  sudo apt install silversearcher-ag     git clone --depth  @abstr_number  https://github.com/junegunn/fzf.git ~/.fzf     ~/.fzf/install   Set environment variables `FZF_DEFAULT_COMMAND` and `FZF_CTRL_T_COMMAND`.  
328,3785, Download binary from https://micro-editor.github.io/   * Unzip   * Move micro folder to /usr/share   * Link from /usr/bin     
328,3786,"  sudo apt install pulseaudio pavucontrol   (If running in a VM, change the VM's Audio Settings to Intel HD Audio)  "
328,3787,  git clone https://github.com/brianrainey/.dotfiles.git   `stow` everything.  
329,3788,@abstr_hyperlink   An R package for creating interactive web-based graphs via @abstr_hyperlink 's JavaScript graphing library.  
329,3789,Install from CRAN:  @abstr_code_section  Or install the latest development version (on GitHub) via devtools:  @abstr_code_section  
329,3790,"If you use @abstr_hyperlink , simply call ggplotly() to convert your ggplot to an interactive, web-based version!  @abstr_code_section  @abstr_image  @abstr_hyperlink to interact with the resulting graph (notice the custom hover text!)  __plotly__ also supports certain chart types that ggplot @abstr_number doesn't support (such as @abstr_number D @abstr_hyperlink , @abstr_hyperlink , and @abstr_hyperlink plots). You can easily create these (or any other plotly) charts using the high-level interface.  @abstr_code_section  @abstr_image  The ggplotly() function converts a ggplot object to a plotly object, so if you like, you may 'post-process' your ggplot graphs to add custom plotly features, for example:  @abstr_code_section  "
329,3791, @abstr_hyperlink   * Peruse the examples on plotly's @abstr_hyperlink and @abstr_hyperlink     
329,3792, We love collaboration! See the @abstr_hyperlink and the @abstr_hyperlink for more information.     
329,3793, @abstr_hyperlink   * @abstr_hyperlink    * * *  @abstr_hyperlink  
330,3795,"This project uses Babel to transpile both back-end and front-end JavaScript on-the-fly, and SystemJS to load transpiled modules in the browser. See @abstr_hyperlink or @abstr_hyperlink .  "
330,3796,"Change presets and other @abstr_hyperlink by updating the ""babel"" section of package.json  "
330,3797,"@abstr_number . HyperDev runs the start command which passes server.js through Babel (obeying options in package.json) and then runs the resulting JavaScript. @abstr_number . The server.js defines an Express server and middleware function which passes all requests ending in "".js"" through Babel's transformFile. @abstr_number . User requests the index in their browser. @abstr_number . Back-end serves index.html. @abstr_number . Browser loads SystemJS. @abstr_number . Browser requests app.js. @abstr_number . Back-end transpiles app.js using same options from step @abstr_number , but with SystemJS module definitions. @abstr_number . Browser evaluates ES @abstr_number code generated by previous step. "
331,3798,@abstr_hyperlink @abstr_hyperlink @abstr_hyperlink @abstr_hyperlink @abstr_hyperlink  STOQS is a geospatial database and web application designed to give oceanographers efficient integrated access to _in situ_ measurement and _ex situ_ sample data. See http://www.stoqs.org.  
331,3799,"First, install @abstr_hyperlink and and @abstr_hyperlink — there are standard installers for Mac, Windows, and Linux. (You will also need X Windows System sofware on your computer.) Then create an empty folder off your home directory such as Vagrants/stoqsvm, open a command prompt window, cd to that folder, and enter these commands:  @abstr_code_section  The vagrant up command takes an hour or so to provision and setup a complete CentOS @abstr_number STOQS server that also includes MB-System, InstantReality, and all the Python data science tools bundled in packages such as Anaconda. All connections to this virtual machine are performed from the the directory you installed it in; you must cd to it (e.g. cd ~/Vagrants/stoqsvm) before logging in with the vagrant ssh -- -X command. After installation finishes log into your new virtual machine and test it:  @abstr_code_section  In another terminal window start the development server (after a cd ~/Vagrants/stoqsvm):  @abstr_code_section  Visit your server's STOQS User Interface using your host computer's browser:       http://localhost: @abstr_number   More instructions are in the doc/instructions directory — see LOADING for how to load your own data and CONTRIBUTING for how to share your work. See example @abstr_hyperlink that demonstrate specific analyses and visualizations that cannot be accomplished in the STOQS User Interface. Visit the @abstr_hyperlink for updates and links to presentations. The @abstr_hyperlink list in Google Groups is also a good place to ask questions and engage in discussion with the STOQS user and developer communities.  Supported by the David and Lucile Packard Foundation, STOQS undergoes continual development to help support the mission of the Monterey Bay Aquarium Research Institue. If you have your own server you will occasionally want to get new features with:  @abstr_code_section  If you use STOQS for your research please cite this publication:  > McCann, M.; Schramm, R.; Cline, D.; Michisaki, R.; Harvey, J.; Ryan, J., ""Using STOQS (The spatial temporal oceanographic query system) to manage, visualize, and understand AUV, glider, and mooring data,"" in _Autonomous Underwater Vehicles (AUV), @abstr_number IEEE/OES_ , pp. @abstr_number - @abstr_number , @abstr_number - @abstr_number Oct. @abstr_number doi: @abstr_number . @abstr_number /AUV. @abstr_number . @abstr_number "
332,3800,nrays is an attempt to make a @abstr_number and @abstr_number dimensional ray tracer in Rust. It uses the @abstr_hyperlink library to cast rays.  
332,3801,"The current implementation handles phong lighting and reflexions. Nothing fancy here. It supports the same geometries as ncollide , that is, plane, box, sphere, cylinder, cone, and Minkowski sum of any supported convex objects. Triangle meshes are not yet supported. Here is an example of @abstr_number d ray casting on the Minkowski sum of a cylinder and a box:  @abstr_image  Several examples are given on the bin folder. Those are .scene files that can be read by the loader @abstr_number d executable produced by the command make. Those scenes require some assets originally available @abstr_hyperlink . The whole set of asset is packaged @abstr_hyperlink and has to be extracted on the bin folder. Here is an example of commands you might type the first time:  @abstr_code_section "
333,3802,@abstr_image  
333,3803,"CoreAR.framework is open source AR framework. You can make an AR application using visual code like ARToolKit using this framework. CoreAR.framework does not depend on the other computer vision library like OpenCV. Considered portability, this framework is written only C or C++. The pixel array of an image is passed to CoreAR.framework and then visual code's identification number, rotation and translation matrix are obtained from the image including a visual code. Image processing speed of this framework is about @abstr_number fps on iPhone @abstr_number .  Take notice that CoreAR.framework depends on @abstr_hyperlink and @abstr_hyperlink . You have to download these libraries and put on them at the path where CoreAR.framework has been installed.  "
333,3804,@abstr_hyperlink .  
333,3805,You can take a sample application from @abstr_hyperlink .  
333,3806,"  float codeSize =  @abstr_number ;     int croppingSize =  @abstr_number ;     int threshold =  @abstr_number ;     int width = (int)bufferSize.width;     int height = (int)bufferSize.height;      // do it     if (chaincodeBuff == NULL)         chaincodeBuff = (unsigned char*)malloc(sizeof(unsigned char) * width * height);      // binarize for chain code     for (int y =  @abstr_number ; y < height; y++)         for (int x =  @abstr_number ; x < width; x++)             *(chaincodeBuff + x + y * width) = *(buffer + x + y * width) < threshold ? CRChainCodeFlagUnchecked : CRChainCodeFlagIgnore;      // prepare to parse chain code     CRChainCode *chaincode = new CRChainCode();     chaincode->parsePixel(chaincodeBuff, width, height);      // clear previous buffer     CRCodeList::iterator it = codeListRef->begin();     while(it != codeListRef->end()) {         SAFE_DELETE(*it);         ++it;     }     codeListRef->clear();      // reload detected codes     if (!chaincode->blobs->empty()) {         std::list<CRChainCodeBlob*>::iterator blobIterator = chaincode->blobs->begin();         while(blobIterator != chaincode->blobs->end()) {             if (!(*blobIterator)->isValid(width, height)) {                 blobIterator++;                 continue;             }             CRCode *code = (*blobIterator)->code();             if(code) {                 // estimate and optimize pose and position                 code->normalizeCornerForImageCoord(width, height, focalLength, focalLength);                 code->getSimpleHomography(codeSize);                 code->optimizeRTMatrinxWithLevenbergMarquardtMethod();                  // cropping code image area                 code->crop(croppingSize, croppingSize, focalLength, focalLength, codeSize, buffer, width, height);                 codeListRef->push_back(code);             }             blobIterator++;         }     }  "
333,3807,"  // Copy image buffer from camera into ""pixel"".     int width;     int height;     unsigned char *pixel = (unsigned char*)malloc(sizeof(unsigned char) * width * height);      // codeInfoStorage receives the result of visual code recognition.     CRCodeInfoStorage *codeInfoStorage = CRCreateCodeInfoStorage();      // storage to save visual code templates.     CRCodeImageTemplate *codeImageTemplateStorage = CRCreateCodeImageTemplateStorage();      // make template to recognize visual codes.     int c_width;     int c_height;     unsigned char *c_p = (unsigned char*)malloc(sizeof(unsigned char) * c_width * c_height);      /* read images of visual codes you want to recognize */      CRCodeImageTemplate *template = CRCreateCodeImageTemplate(c_p, c_width, c_height);     template->code = codeNumber;     template->size = codeSize;     CRCodeImageTemplateStorageAddNewTemplate(codeImageTemplateStorage, template);     free(c_p);      // Start extraction     CRChainCodeStorage *storage = CRCreateChainCodeStorageByParsingPixel(pixel, width, height);     CRChainCodeStorageDetectCornerWithLSM(storage);     CRCodeInfoStorageAddCodeInfoByExtractingFromChainCode(codeInfoStorage, storage, valueBuffer, width, height, codeImageTemplateStorage);      // Release     CRReleaseChainCodeStorage(&storage);     CRReleaseCodeInfoStorage(&codeInfoStorage);     free(pixel);  "
333,3808, I can't compile CoreAR.framework...      * Ans. CoreAR.framework depends on @abstr_hyperlink and @abstr_hyperlink . You have to download these libraries and put on them at the path where CoreAR.framework has been installed.   * How do I render a @abstr_number D model on the code with CoreAR.framework?      * Ans. CoreAR.framework does not support rendering any @abstr_number D model files. You have to write a code to render @abstr_number D model files with OpenGLES. Sample program does not render a cube and Utah teapot with @abstr_number D model files but with OpenGLES code.     
333,3809," @abstr_hyperlink Sorry, Japanese only....     "
333,3810, @abstr_hyperlink   * @abstr_hyperlink     
333,3811, @abstr_hyperlink has supported my work.   * There are some public projects supported by @abstr_hyperlink in @abstr_hyperlink .    
334,3812,"My previous (and ongiong) project, Unnecesary.js, focussed on built-in behaviours and methods within JavaScript. The idea was to demonstrate, through easy-to-follow, well-commented code, how things worked behind the scenes. How does the event loop work? How does type coersion work when comparing two values?  The group of source .js files were created to educate people on how JavaScript worked from the inside out. But beyond that, they were pretty useless... ""unnecesary"", you might say.  With the new project of Node.Unnecesary.js, I take this methodology to the world of node.js. This time, however, the .js files could be of some use to people. The browser doesn't have many of the utility objects and methods available to node users. So I've created the source files with this in mind.  You can require(.js) and use the code as per usual in node, or add a reference to the .js file in a web page, and the ""module"" will be added to the window object, allowing you to use its functionality in your browser-based code.  There are a few small tweaks to how things work so that the module is more useful when used in a browser, for urls and the like.  "
334,3813,There is @abstr_number module completed so far. Here's an up-to-date list of them all: - Path  
334,3814, Add browser-based tests for urls    
335,3815,"Scsh is a unix shell embedded in Scheme. What does that mean? Well, unix shells are powerful tools. They allow a user to concisely specify her commands and the communications between them (piping, redirecting, &c.). When she needs to do something more complex than running a set of commands with known inputs, however, things become complicated. General programming with sh can be unpleasant and error prone, to say the least.  Scheme is a simple, expressive general programming language. A user with some taste may want to use it to wield her computing machine. For simple commands, however, it is not the most concise. At the scale of the command line, even the overhead of parentheses matters. It would be nice to use each of these languages where their strengths lie.  Scsh is the solution. It allows the user to write commands in a language within Scheme that follows the unix way, but also allows her to specify more complex commands with the elegance of Scheme.  "
335,3816, 
335,3817,"In order to run scsh, you'll need to be running on a POSIX complient operating system, the gnu build system, and scheme @abstr_number @abstr_number . @abstr_number . @abstr_number  "
335,3818,"If scheme @abstr_number @abstr_number . @abstr_number . @abstr_number is not available in a package manager for your operating system, follow the instructions for installing from the source distribution here .  "
335,3819,"Within a fresh checkout of scsh, run the following commands       $ git submodule update --init     $ autoreconf     $ ./configure     $ make   That'll pull all the scheme dependencies and build scsh. To try scsh before installing, run ./go from that same directory. That'll open up a repl with standard r @abstr_number rs scheme in the environment, scsh's command language, and a large posix library (docs to come). To run scsh's test suite, run make test.  "
335,3820,"Run make install to install scsh on your system. Standard gnu build system rules apply. So, for instance, if you'd like to install to a location other than the default (usually /usr/local/), rerun ./configure the appropriate flags. "
336,3821,A Financial Exchange Library for Java  
336,3822,"XChange is a library providing a simple and consistent API for interacting with a diverse set of financial security exchanges, including support for Bitcoin.  A complete list of implemented exchanges, data providers and brokers can be found on our @abstr_hyperlink page.  Usage is very simple: Create an Exchange instance, get the appropriate service, and request data.  "
336,3823,"  // Use the factory to get the version  @abstr_number  MtGox exchange API using default settings     Exchange mtGox = ExchangeFactory.INSTANCE.createExchange(""com.xeiam.xchange.mtgox.v @abstr_number .MtGoxExchange"");      // Interested in the public polling market data feed (no authentication)     PollingMarketDataService marketDataService = mtGox.getPollingMarketDataService();      // Get the latest ticker data showing BTC to USD     Ticker ticker = marketDataService.getTicker(Currencies.BTC, Currencies.USD);      System.out.println(ticker.toString());   All exchange implementations expose the same API, but you can also directly access the raw data.  Now go ahead and @abstr_hyperlink , @abstr_hyperlink and @abstr_hyperlink .  "
336,3824, MIT license   * consistent API across all implemented exchanges   * active development   * very minimal @abstr_number rd party dependencies   * modular components   * polling and streaming capability     
336,3825,Project Site: http://xeiam.com/xchange.jsp Example Code: http://xeiam.com/xchange_examplecode.jsp Change Log: http://xeiam.com/xchange_changelog.jsp Java Docs: http://xeiam.com/xchange/javadoc/index.html Sonar Code Quality: http://sonar.xeiam.com/ Jenkins CI: http://ci.xeiam.com/  
336,3826,Home: https://github.com/timmolter/XChange/wiki Design Notes: https://github.com/timmolter/XChange/wiki/Design-Notes Milestones: https://github.com/timmolter/XChange/wiki/Milestones Exchange Support: https://github.com/timmolter/XChange/wiki/Exchange-support New Implementation Best Practices: https://github.com/timmolter/XChange/wiki/New-Implementation-Best-Practices  
336,3827, 
336,3828,Download Jars: http://xeiam.com/xchange.jsp  
336,3829,"The XChange release artifacts are hosted on Maven Central.  For snapshots, add the following repository to your pom.xml file.        xchange-snapshot  https://oss.sonatype.org/content/repositories/snapshots    Add the following dependencies in your pom.xml file. You will need at least xchange-core. Add the additional dependencies for the exchange implementations you are interested in. There is example code for all the implementations in xchange-examples.        com.xeiam.xchange xchange-core  @abstr_number . @abstr_number . @abstr_number    com.xeiam.xchange xchange-examples  @abstr_number . @abstr_number . @abstr_number    com.xeiam.xchange xchange-mtgox  @abstr_number . @abstr_number . @abstr_number    com.xeiam.xchange xchange-cavirtex  @abstr_number . @abstr_number . @abstr_number    com.xeiam.xchange xchange-openexchangerates  @abstr_number . @abstr_number . @abstr_number    com.xeiam.xchange xchange-btce  @abstr_number . @abstr_number . @abstr_number    com.xeiam.xchange xchange-bitstamp  @abstr_number . @abstr_number . @abstr_number    com.xeiam.xchange xchange-campbx  @abstr_number . @abstr_number . @abstr_number    com.xeiam.xchange xchange-bitcoincharts  @abstr_number . @abstr_number . @abstr_number    "
336,3830,mvn clean package mvn javadoc:aggregate mvn clean integration-test -P run-integration-tests  
336,3831,Please report any bugs or submit feature requests to @abstr_hyperlink .  
336,3832,"If you'd like to submit a new implementation for another exchange, please take a look at @abstr_hyperlink first, as there are lots of time-saving tips!  For more information such as a contributor list and a list of known projects depending on XChange, visit the @abstr_hyperlink .  "
336,3833,@abstr_number dQktcAmU @abstr_number urXz @abstr_number tGk @abstr_number sbuiCqykm @abstr_number WLs @abstr_number 
